line,log,kind,client_count,sample_size_total,client_delta_lora_A_mean,client_delta_lora_A_std,client_delta_lora_A_max,client_delta_lora_A_min,client_delta_lora_B_mean,client_delta_lora_B_std,client_delta_lora_B_max,client_delta_lora_B_min,client_delta_classifier_mean,client_delta_classifier_std,client_delta_classifier_max,client_delta_classifier_min,round,aggregator,aggregate_update_lora_A_norm,aggregate_update_lora_A_params,aggregate_update_lora_B_norm,aggregate_update_lora_B_params,aggregate_update_classifier_norm,aggregate_update_classifier_params,aggregate_lora_A_norm,aggregate_lora_A_params,aggregate_lora_B_norm,aggregate_lora_B_params,aggregate_classifier_norm,aggregate_classifier_params,aggregate_lora_product_norm
3090,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_result,,,,,,,,,,,,,,,5,ClientsAvgAggregator,0.0,0,0.23575886,73728,0.0222423,1184260,0.0,0,0.11715765,73728,21.73691322,1184260,0.0
3450,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_client_drift,50,32000,0.0,0.0,0.0,0.0,0.01819705,0.00346078,0.02655486,0.0,0.03449102,0.00883444,0.05692397,0.0,6,ClientsAvgAggregator,,,,,,,,,,,,,
3451,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_result,,,,,,,,,,,,,,,6,ClientsAvgAggregator,0.0,0,0.01363092,73728,0.02328295,1184260,0.0,0,0.12052021,73728,21.73642822,1184260,0.0
3811,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_client_drift,50,32000,0.0,0.0,0.0,0.0,0.01819169,0.01439371,0.11635342,0.0,0.03227785,0.00727341,0.05536506,0.0,7,ClientsAvgAggregator,,,,,,,,,,,,,
3812,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_result,,,,,,,,,,,,,,,7,ClientsAvgAggregator,0.0,0,0.01122286,73728,0.01971622,1184260,0.0,0,0.12420645,73728,21.73594911,1184260,0.0
4172,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_client_drift,50,32000,0.04029293,0.02268692,0.07966524,0.0,0.0,0.0,0.0,0.0,0.03144873,0.00697052,0.047171,0.0,8,ClientsAvgAggregator,,,,,,,,,,,,,
4173,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_result,,,,,,,,,,,,,,,8,ClientsAvgAggregator,0.0399405,73728,0.0,0,0.02131343,1184260,9.77929689,73728,0.0,0,21.73548178,1184260,0.0
4533,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_client_drift,50,32000,0.0,0.0,0.0,0.0,0.78253439,0.33785682,1.19093347,0.0,0.05143179,0.01001389,0.07047077,0.0,9,ClientsAvgAggregator,,,,,,,,,,,,,
4534,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_result,,,,,,,,,,,,,,,9,ClientsAvgAggregator,0.0,0,0.70858609,73728,0.03719884,1184260,0.0,0,0.6048424,73728,21.73511986,1184260,0.0
4894,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_client_drift,50,32000,0.0,0.0,0.0,0.0,0.18917642,0.04870166,0.40660977,0.0,0.04820994,0.00970267,0.0704633,0.0,10,ClientsAvgAggregator,,,,,,,,,,,,,
4895,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_result,,,,,,,,,,,,,,,10,ClientsAvgAggregator,0.0,0,0.1255543,73728,0.03346132,1184260,0.0,0,0.65929059,73728,21.73508535,1184260,0.0
5255,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_client_drift,50,32000,0.0,0.0,0.0,0.0,0.19153856,0.04131958,0.36311859,0.0,0.05391873,0.00975565,0.07243563,0.0,11,ClientsAvgAggregator,,,,,,,,,,,,,
5256,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_result,,,,,,,,,,,,,,,11,ClientsAvgAggregator,0.0,0,0.11897,73728,0.03949897,1184260,0.0,0,0.69302684,73728,21.73471606,1184260,0.0
5616,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_client_drift,50,32000,0.0,0.0,0.0,0.0,0.20778076,0.03673925,0.33965434,0.0,0.05042451,0.00840991,0.0663884,0.0,12,ClientsAvgAggregator,,,,,,,,,,,,,
5617,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_result,,,,,,,,,,,,,,,12,ClientsAvgAggregator,0.0,0,0.14422467,73728,0.03485154,1184260,0.0,0,0.72182345,73728,21.73434448,1184260,0.0
5977,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_client_drift,50,32000,0.1998703,0.0979169,0.39285015,0.0,0.0,0.0,0.0,0.0,0.06166845,0.0118474,0.08441572,0.0,13,ClientsAvgAggregator,,,,,,,,,,,,,
5978,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_result,,,,,,,,,,,,,,,13,ClientsAvgAggregator,0.17702839,73728,0.0,0,0.05106152,1184260,9.78005163,73728,0.0,0,21.73402351,1184260,0.0
6338,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_client_drift,50,32000,0.0,0.0,0.0,0.0,0.71138573,0.28165939,1.18664576,0.0,0.05042824,0.00988785,0.07760348,0.0,14,ClientsAvgAggregator,,,,,,,,,,,,,
6339,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_result,,,,,,,,,,,,,,,14,ClientsAvgAggregator,0.0,0,0.61352003,73728,0.03381894,1184260,0.0,0,1.17285749,73728,21.7335127,1184260,0.0
6699,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_client_drift,50,32000,0.0,0.0,0.0,0.0,0.23520439,0.03504047,0.26409016,0.0,0.04510446,0.0077777,0.06802638,0.0,15,ClientsAvgAggregator,,,,,,,,,,,,,
6700,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_result,,,,,,,,,,,,,,,15,ClientsAvgAggregator,0.0,0,0.17377905,73728,0.02988507,1184260,0.0,0,1.17997967,73728,21.73307662,1184260,0.0
7060,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_client_drift,50,32000,0.0,0.0,0.0,0.0,0.27834449,0.04085643,0.31137557,0.0,0.04429307,0.00705149,0.05523688,0.0,16,ClientsAvgAggregator,,,,,,,,,,,,,
7061,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_result,,,,,,,,,,,,,,,16,ClientsAvgAggregator,0.0,0,0.23097324,73728,0.02972076,1184260,0.0,0,1.18744087,73728,21.73260645,1184260,0.0
7421,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_client_drift,50,32000,0.0,0.0,0.0,0.0,0.23644195,0.09106799,0.82520699,0.0,0.04728017,0.00963554,0.08811414,0.0,17,ClientsAvgAggregator,,,,,,,,,,,,,
7422,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_result,,,,,,,,,,,,,,,17,ClientsAvgAggregator,0.0,0,0.15717792,73728,0.03225168,1184260,0.0,0,1.19450362,73728,21.73209844,1184260,0.0
7782,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_client_drift,50,32000,0.20940475,0.08930377,0.37467783,0.0,0.0,0.0,0.0,0.0,0.04723253,0.0083653,0.06627278,0.0,18,ClientsAvgAggregator,,,,,,,,,,,,,
7783,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_result,,,,,,,,,,,,,,,18,ClientsAvgAggregator,0.18441308,73728,0.0,0,0.03381446,1184260,9.77871579,73728,0.0,0,21.73175093,1184260,0.0
8143,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_client_drift,50,32000,0.0,0.0,0.0,0.0,0.6772907,0.2507431,1.05027486,0.0,0.04640157,0.00859789,0.06230799,0.0,19,ClientsAvgAggregator,,,,,,,,,,,,,
8144,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log,aggregate_result,,,,,,,,,,,,,,,19,ClientsAvgAggregator,0.0,0,0.57939987,73728,0.03171193,1184260,0.0,0,1.477157,73728,21.73126562,1184260,0.0
